Date,NYSE_usd
2023-08-02,16356.50977
2023-08-03,16174.54004
2023-08-04,16125.41992
2023-08-07,16071.05957
2023-08-08,16208.23047
2023-08-09,16176.34961
2023-08-10,16135.76953
2023-08-11,16135.21973
2023-08-14,16143.37988
2023-08-15,16116.04981
2023-08-16,15911.30957
2023-08-17,15818.11035
2023-08-18,15734.37988
2023-08-21,15750.16992
2023-08-22,15746.20996
2023-08-23,15690.28027
2023-08-24,15823.26953
2023-08-25,15683.00977
2023-08-28,15766.91016
2023-08-29,15879.58984
2023-08-30,16041.49023
2023-08-31,16074.21973
2023-09-01,16000.37012
2023-09-05,16091.79004
2023-09-06,15942.48047
2023-09-07,15891.53027
2023-09-08,15864.19043
2023-09-11,15878.99023
2023-09-12,15949.44043
2023-09-13,15953.91016
2023-09-14,15926.63965
2023-09-15,16089.48047
2023-09-18,15973.67969
2023-09-19,15952.51953
2023-09-20,15929.00977
2023-09-21,15859.62012
2023-09-22,15601.59961
2023-09-25,15569.50977
2023-09-26,15593.73047
2023-09-27,15381.58008
2023-09-28,15394.69043
2023-09-29,15478.07031
2023-10-02,15398.20996
2023-10-03,15230.00977
2023-10-04,15049.61035
2023-10-05,15070.91016
2023-10-06,15072.90039
2023-10-09,15214.01953
2023-10-10,15318.08008
2023-10-11,15450.24023
2023-10-12,15487.78027
2023-10-13,15329.54981
2023-10-16,15323.7002
2023-10-17,15484.5
2023-10-18,15541.37988
2023-10-19,15324.95996
2023-10-20,15196.37012
2023-10-23,15033.30957
2023-10-24,14946.00977
2023-10-25,15025.75977
2023-10-26,14914.12012
2023-10-27,14858.7002
2023-10-30,14675.78027
2023-10-31,14825.88965
2023-11-01,14919.2002
2023-11-02,15002.54981
2023-11-03,15332.59961
2023-11-06,15475.2002
2023-11-07,15440.5
2023-11-08,15388.48047
2023-11-09,15352.19043
2023-11-10,15235.17969
2023-11-13,15388.44043
2023-11-14,15403.13965
2023-11-15,15732.66992
2023-11-16,15765.01953
2023-11-17,15716.54981
2023-11-20,15813.45996
2023-11-21,15881.62988
2023-11-22,15861.57031
2023-11-24,15907.88965
2023-11-27,15983.82031
2023-11-28,15930.88965
2023-11-29,15929.15039
2023-11-30,15962.99023
2023-12-01,16088.83984
2023-12-04,16263.75
2023-12-05,16232.82031
2023-12-06,16123.04004
2023-12-07,16092.37012
2023-12-08,16136.84961
2023-12-11,16207.75977
2023-12-12,16274.44043
2023-12-13,16285.94043
2023-12-14,16560.71094
2023-12-15,16723.91992
2023-12-18,16609.83984
2023-12-19,16656.75977
2023-12-20,16798.40039
2023-12-21,16534.7207
2023-12-22,16724.91992
2023-12-26,16770.44922
2023-12-27,16859.49023
2023-12-28,16898.33984
2023-12-29,16890.58008
2024-01-02,16852.89063
2024-01-03,16841.61914
2024-01-04,16718.65039
2024-01-05,16715.71094
2024-01-08,16758.24023
2024-01-09,16885.36914
2024-01-10,16773.07031
2024-01-11,16818.88086
2024-01-12,16781.11914
2024-01-16,16799.53906
2024-01-17,16639.38086
2024-01-18,16522.83008
2024-01-19,16616.28906
2024-01-22,16729.55078
2024-01-23,16779.49023
2024-01-24,16800.85938
2024-01-25,16769.25
2024-01-26,16889.51953
2024-01-29,16949.10938
2024-01-30,17040.59961
2024-01-31,17089.46094
2024-02-01,16911.13086
2024-02-02,17115.58008
2024-02-05,17101.9707
2024-02-06,17004.7793
2024-02-07,17135.48047
2024-02-08,17212.32031
2024-02-09,17252.32031
2024-02-12,17275.86914
2024-02-13,17332.46094
2024-02-14,17068.53906
2024-02-15,17240.18945
2024-02-16,17434.92969
